channel,depth,dislikes,duration,id,key,likes,mult,nb_recommendations,pubdate,recommendations,title,views
FisioClinics Logroño,1,481,833,V35uFe9Y1RE,"['1cbcaa', '1ceeb']",16,0.8533228470310651,12,2018-08-01,"['0EpqgekgOgo', 'Mf8WJgpi13A', '8ZGyqViOUsc', 'rm70B_L-aEQ', 'oij9JVwjlNA', 'Xdxx5hXGwyg', '-zzQpX0Lx9c', 'youbwdV9D2A', 'Z1MZhA8BM_E', '4Uzyo1OWQkM', 'Rvdwl40oek0', 'W-Gi_9e89QE', 'MRfu5dMnNMw', 'jSKtH4YKRdM', 'nptdqEaWGQE', 't4MFEWPNwjU', 'hNYzGyiK2P8', 'gn0A2j3PYJs', 'WmtMDpCFgfY', 'RLfmGQGCPzE']",limpieza de hígado y vesícula biliar. Fisioterapia Logroño,601
Rubens Top,1,-1,1277,uZaTuCHEKBE,['1bdddc'],-1,0.21333071175776602,3,2020-01-20,"['PB73V0QaoXQ', 'YUyOgq239IU', 's8zG4N7WH9c', 'M9Sd_EentzY', 'AMcyGi70DqA', 'PcLTfc1hngI', 'OxhSTXFbW7E', 'KFIuSr38E9s', 'MTQuV1yXTLw', 'OzdwLX5tYTc', 'F43vOwsYqac', 'IRL2byjsYuo', 'evfb0Doqudc', 'I9nOXE85m9E', 'VPkxcSaRKoc', '3pVJTCELaPo', 'qpL7piiE3W8', 'I12Mgm9bfXA', 'fHeUWO9NLuA']","Fallecidos de Argentina en el 2019, relacionados con la Música, el Cine y la Televisión.",467
The Heritage Foundation,1,13,483,Lso4Cbrwpkg,"['1eaecd', '1eaeeb']",443,0.42666142351553205,6,2020-04-22,"['04I86QYgBpU', '7h9n8W1qqDo', 'eCY0mY3CT6k', 'TYb93T0xUgE', 'UDY5COg2P2c', 'XewnyUJgyA4', 'gTAuozHHlp0', 'm08i8oXpFB0', 'JiqFnKXf3do', 'WJWZQjP0qXc', 'gIpIr_7UPnk', 'gD_qjMKmnK4', '4pAx7Yy0aR4', '2FVfJTGpXnU', 'r4HuIxKctbE', 'lPXAgCuN4B4', 'KZ-tCc3S8V8', 'GQ0GiTKzu38', 'fH4fqHXF7vE', 'Fqw-9yMV0sI']",3 Ways to Make China Regret Coronavirus Lies: James Carafano on Lars Larson Show,14
,1,-1,-1,AvrkXPehVTQ,['1beddd'],-1,0.28444094901035505,4,,[],,-1
Joe Biden,1,133,0,0oX8uWNAgKs,"['1aaaaa', '1aadce', '1aceca', '1adddb', '1adeca', '1aeebb', '1beaaa', '1beabb', '1bebb', '1bebdc', '1beebb', '1daebb', '1dcbc', '1dccbc', '1dcdbc', '1deebc']",494,4.835496133176039,68,2020-04-25,"['R0PjkzII4w0', '9y5bdQ3r-Qc', 'hyH1VB1oYJM', 'GdpV6_UVK5k', 'iIB4zpW6-Q0', 'Suug1xd_hlU', 'ADDrSvNyqEY', 'PIkCzcFLH_s', 'gVgQ0pYGYtk', 'RigiMHZ28jU', 'JoU1u4HoMjA', 'NnOVF1152GM', 'FdxMuFBihZM', 'qaQqYP0iUtM', 'aVzLyQ1_Sm4', 'tJAPfahus_U', '5-s3ANu4eMs', 'r4HuIxKctbE', 'E1XUeJA0-f0', 'MRYtk_xzt6Q']",S.O.U.L Saturday Rally | Joe Biden For President,-1
The Daily Show with Trevor Noah,1,825,954,jyOnfK_UMV4,"['1abceb', '1abdee', '1abe', '1abeaa', '1abebb', '1abecd', '1abeec', '1acaae', '1accce', '1adace', '1ae', '1aeaa', '1aeadd', '1aebb', '1aebcd', '1aebeb', '1aecab', '1aeccb', '1aecd', '1aeec', '1aeedc', '1b', '1baa', '1baaaa', '1baabb', '1baacd', '1baaec', '1baccb', '1badab', '1badcb', '1badd', '1baeab', '1baeea', '1bbaba', '1bbacd', '1bbb', '1bbbaa', '1bbbbb', '1bbbcd', '1bbbec', '1bbcab', '1bbccb', '1bbcd', '1bbeab', '1bbeb', '1bbecd', '1bcab', '1bcacd', '1bcaeb', '1bccab', '1bccb', '1bcccd', '1bcd', '1bcdaa', '1bcdbb', '1bcdcd', '1bcdec', '1bcecb', '1bec', '1becaa', '1becbb', '1beccd', '1becec', '1bedae', '1bedbb', '1bedc', '1beddb', '1beeec', '1da', '1daaa', '1daadd', '1dabb', '1dabcd', '1dabeb', '1dacab', '1daccb', '1dacd', '1daec', '1daedc', '1dbbce', '1dbbdb', '1dbcec', '1dbeb', '1dca', '1dcaaa', '1dcabb', '1dcacd', '1dcaec', '1dcea', '1ddb', '1ddbaa', '1ddbbb', '1ddbcd', '1ddbec', '1ddcab', '1ddcb', '1ddccb', '1ddcee', '1dddcb', '1deab', '1deacc', '1deadc', '1deaeb', '1decdc', '1decee', '1dedeb', '1deea', '1deeea', '1eaabd', '1eabee', '1eadd', '1eaded', '1ebadd', '1ebbd', '1ebbed', '1ebdad', '1ebddd', '1ecadd', '1ecbd', '1ecbed', '1eccbd', '1ecd', '1ecdaa', '1ecdbb', '1ecdcd', '1ecdec', '1ecead', '1ecedd', '1edccd', '1eddde']",38,32.63959889893826,459,2020-04-22,"['5dPJQHlzGc0', '_T6fFQTrGN0', 'NcSUF8erpfU', 'Va0l3x5J7vE', 'TNQAxaEq5CY', 'OvJWpCAO6Bo', 'u1Edn2J5Uoc', 'pvDXtJBwXAM', 'biorRAQJhH8', '7P_stDcFjAM', 'J7oLjAAIsKg', 'O93vQQamzAw', '4DJtjyB1gvE', 'Na85VWz22UQ', 'YfHm3TD_7Jk', 'DmY28NBeuRY', 'g5xEtxhmZ-o', 'r2xPTP5hr6o', 'C8OMbxNuLzA', 'fxZTzMHdEvk']",Gov. Andrew Cuomo - Meeting Trump and Reopening New York | The Daily Social Distancing Show,1
PensamientoPositivo1,1,711,5713,hYSPKQhGovo,"['1caaad', '1caac', '1cabac', '1cabbd', '1cad', '1cadac', '1caddd', '1caeac', '1caedc', '1cbaed', '1cbbcd', '1ccaad', '1ccac', '1ccbac', '1ccbd', '1cccac', '1ccced', '1ccdcd', '1cddad', '1ceacd']",11,6.471031589985581,91,2014-10-27,"['gVPRagJXXCU', '38NgWMOprTo', 'SxDtcLhjk5A', 'J-JSmHCJDQE', 'O16yxQN1SkM', 'HQ7bCKPb_SY', 'hDLoqMciM-A', '5qD7pbw-_2U', '62EEdeP9Fpk', 'lk0Tejqzm0Q', '3hke-nApHtM', 'ov-qo9SOW_M', 'z7nGNAu1JBQ', 'tVQzlO-z4eQ', 'xf0OUgVRGPw', 'GEUK0_Dd0DU', 'SZ6Piea7ykY', 'kCNtp4-Gn60', 'ydDz_VTQ5Io']",7 Claves para emprender con éxito y vivir sin jefe⎮Sergio Fernandez,783
CBS News,1,3662,178,pJlnxbO5N2g,['1ddaee'],182,0.5688818980207101,8,2016-10-09,"['vlxmiFF85yU', '31FR-XA1ZRU', 'ad_higXixRA', 'M624T3PTggU', 'Km-DMU1SQiY', 'H4ThZcq1oJQ', 'Bmvxx_YbDsM', 'IfIVKDbKUBM', 'v3abZ4aAGUU', 'G1wsCworwWk', 'L5p8avFoUWo', 'xdz-gD4N1Fs', 'mLB937pCKZA', 'lPs7hg2VS-A', 'Q32RFwyxHSc', 'Kqbm2YkMP0Q', 'XYviM5xevC8', 'jjsdHt_BwI4', 'X5rZHlqIm3E', 'DBhrSdjePkk']",Trump and Clinton are asked to say something nice about each other,7
PensamientoPositivo1,1,73,8105,kCNtp4-Gn60,"['1caabe', '1cabe', '1cacae', '1cacd', '1caebe', '1ccabe', '1ccbbe', '1ccbcd', '1ccdbe', '1cce', '1cceca', '1ccede', '1cddce']",1013,4.479944946913094,63,2015-02-10,"['4IGvPdXeBvA', 'hDLoqMciM-A', '8BGK6aPckSo', 'lk0Tejqzm0Q', 'GEUK0_Dd0DU', 'tVQzlO-z4eQ', 'oa-R423lUDU', 'J-JSmHCJDQE', 'YQF-J3rTwko', 'hchzgretlZs', 'gVPRagJXXCU', 'ddUs4pSYMuM', 'IEKehpxlRrU', 'AQ1nU-DYssA', '2S_S_8cpY28', '5qD7pbw-_2U', 'PPekR7M1TDo', 'u0t963O_mso', 'q1BbP8x4qTc']","Cómo tener una alimentación saludable⎮Ana Moreno, Máster de Emprendedores",62
The Heritage Foundation,1,6,281,8tjnKm_HHBY,"['1eaaae', '1eae', '1eaeea', '1ebae', '1ebdbe', '1ecae', '1ecebe', '1edcae']",164,2.133307117577664,30,2020-04-25,"['IFpv2ksDKlE', 'StjIv33zJ9c', 'eCY0mY3CT6k', 'Y2-n0w6r0ig', 'gTAuozHHlp0', '4JFi4LSFy7w', 'IRJDWF74EJg', 'N2y7nJZYMkQ', 'uvCZiuqt5f4', 'volAREaXBkw', '0zLiNmaT130', '04I86QYgBpU', 'KOexVu9Ou50', 'fhHH1AJtZ3Y', 'P-rKGk8AhA0', 'TYb93T0xUgE', 'MRYtk_xzt6Q', 'jmghNve6QFY', 'RexUJeWmzSE', 'JnXtg8549zc']",Lots of Worst-Case Scenarios in North Korea: Bruce Klingner on Fox News,2732
Real Stories,1,1233,3532,oOOkfVxkusc,['1eeadc'],20,0.355551186262944,5,2017-06-28,"['JHDkALRz5Rk', 'OXf3tBnyxDo', 'SbUTHDxhmME', 'CVuVlk2E_e4', 'MIz4TkEVJ0Q', '4jBmR79Lo7o', 'ZT6WELDjB6Y', 'n7hzomuDEIk', 'v3GDxEYl6Qg', 'wqiMASk5MIU', 'pSCz-ZNRA_o', '4-0d50TWsm8', 's0mKndUkWik', 'nfsQLH-ymWM', 'jqi4ZpR2OWI', '8_w0xnkZPxA', 'xvDuqW9SFT8', 'VZTlLKDNPFI', 'p_XBgGEZwpk', 'D0s7WsoC528']",Poor Kids Of America (Child Poverty Documentary) | Real Stories,2
thechesswebsite,2,244,2341,wK2e8ZKhIm8,['1eecb'],2689,0.8533228470310651,12,2011-06-28,"['MscX1bVZ5ug', 'X6UxTLhDSds', 'GXMO6YPFw6A', 'z10MFggjOF8', 'QHydkEARVKE', '9aSNDtxGl7Q', 'xh4sO1ICS_Q', 'nb3TdRJs00Q', 'M624T3PTggU', 'tECz6Mv4XBQ', 'ObmFR5Dz7Ac', 'APJ5E1wXB3g', 'CqR1j2D60O0', 'tYOnym3ZINU', '-S6Fd0v4tYo', 'oMQwnMR6OVk', 'cekNkd34rew', 'U_ZOzqR4uCI', 'O2GUVHoWKYk']",Bobby Fischer's 1st US Championship,388
EMCrit,1,29,5668,dTGpWDIzEPQ,['1acbda'],927,0.355551186262944,5,2020-04-12,"['mZqNiQxJLSU', 'Elgct0nOcKY', 'KpQ0zHZ8yn0', 'RscVhN2HX_8', 'HzUEI-z77Uk', 'hIxwizlu4w8', 'sQwheE7wJZY', 'UIJCuWvarDY', 'YyMiSUfZtyU', 'c7s3fS6RTlQ', 'AiwrtgWQeDc', 'rMT97toZNJw', 'Odngvcd45ZY', '5vFSE2m82tc', 'W9YFXo84lCk', 'swD9CfSBgDY', 'okg7uq_HrhQ', '8FEpfUxIYck', 'EL9lWBuhMOQ', 'QnShqaHdYgo']",COVID19 Respiratory Management,53
The Heritage Foundation,1,10,257,k2TUY4y9ta4,['1eaedc'],133,0.21333071175776602,3,2020-04-07,"['WK43a--m4g0', 'ZETvBSlu1tg', '7h9n8W1qqDo', '5mG9JUW9oBc', 'QzmHiuE4288', 'dEfDwc2G2_8', 'jjlj7KkzyqU', 'iyFT8qXcOrM', 'MRqpXL8TxiU', '7-c-ZOMyLs8', 'gD_qjMKmnK4', 'e_kYDA7zNfg', 'x57R_XE05LY', '4J0d59dd-qM', '1OlnxqL6dDo', '_KY83kAepHE', '_NwUeKLR9_4', 'SGcdPakoytg', 'CIHWaaJNktQ', 'O-JK2QIRyfY']",Olivia Enos on Ben Shapiro Show: Hold China Accountable for Coronavirus Cover-up,8696
Talent Replay,1,14,2583,xxjT7nK0Q9k,['1bbddb'],162,1.066653558788832,15,2016-02-10,"['yKToUPOl1Xk', 'T1c75NxL_8w', 'HQggKGrzL10', 'kkCXkoUnaHw', 'e3v3zg3V3BA', 'dR69PiXcaZY', 'rStsx8SGsPc', 'N49xtrLVePA', 'YlaWGd1cUms', '4s-UCU7lr2k', 'WAJv6Wu3YhI', 'DnN6YdsqCRU', 'Fr76YRUw21A', 'S7Wx3Xv24Pk', 'SICfCi2-LQY', 'E5TsJhehE-c', 'Sa0d53MHgPc', 'JDOqMCIajHs', 'opGZjJc5uko']",Top 10 actuaciones graciosas Got Talent,32
The Heritage Foundation,1,22,433,2zBcg2U-J4A,['1eaeca'],737,0.28444094901035505,4,2020-04-14,"['7h9n8W1qqDo', 'uvCZiuqt5f4', '04I86QYgBpU', 'AYQ8hT8cVTE', 'BWViKQOifkQ', 'KZ-tCc3S8V8', 'MHTjfFCa_-g', 'bfN2JWifLCY', 'eCY0mY3CT6k', 'OuaGmwhs9UE', 'c47KVyz0Gsg', 'wsbHS3VtCvM', 'gD_qjMKmnK4', 'dsMM-HW4cc8', 'IYjeO_n9vQw', 'h6GqEpmn_Fk', 'jjlj7KkzyqU', 'rfzzn2mj1Qc', 'nJHQ_qre5FE', 'rzgeCe4Y2oQ']",Nile Gardiner: Anger at China Is Growing in Britain -- And Rightly So,25
The Late Show with Stephen Colbert,1,1221,658,0vgOzy0Mfsw,['1dbeac'],71,0.21333071175776602,3,2020-03-31,"['6s4Bx7mzNkM', 'dRFbwjwQ4VE', 'TSkoq-pxyh4', 'dfI2UnpjNU4', 'XCy4UpptgdM', 'D9l1M_6MNxw', 'DuzEd1EbT88', 'H6rXQFfgqGI', 'H1HtlagxDMU', 'krcHpMdOVAk', 'J5b_-TZwQ0I', 'Zf7J-Eh0xow', 'RchxKfRP2Ww', 'FiXgBBA0wT0', 'r2xPTP5hr6o', 'UnSILVWDKL8', 'GK8VBltF-ms', 'RwLV4I6BfFI', 'ElIf2DBrWzU', 'DVIZb_dxgVY']","John Oliver: How I'm Hosting ""Last Week Tonight"" In Isolation",3
TED,1,6776,528,GZGY0wPAnus,"['1edaee', '1eebee']",407,0.21333071175776602,3,2013-09-13,"['o9QpP2hQrhs', 'GigYWy2UmOY', 'P_6vDLq64gE', 'PFA-RmV_wG0', 'mf5otGNbkuc', 'eIho2S0ZahI', 'arj7oStGLkU', 'OOG65rSM5fA', 'ifcInHC2p7w', '_QdPW8JrYzQ', 'jej8qlzlAGw', 'xYemnKEKx0c', 'KM4Xe6Dlp0Y', '7TXEZ4tP06c', 'aoz7Q5OXIHY', '2IFa0tqHrwE', '8-dWSIUNF10', 'HLIJkmy3vy8', 'Veh7aIhSm_M']",El arte de desorientar,21
Dra Mayerling Alvarez,1,11,280,Mfk4lG3f3vU,['1acbee'],373,0.071110237252588,1,2017-04-25,"['AjnPVbDhZn0', 'AafioQ05990', '8OW0lhVJ-Gs', 'eQHFL95QVkQ', 'Tpaa2olh_74', 'IfAVtJWduys', 'gL0hMlQ3rgI', '4ngRiqiwuYw', 'seWfke9BFdE', 'iAMbjKkTMEQ', '485s32fNd9Y', 'XRVJagZJ7-I', 'tbOjBHZcOL4', 'q9D8JW8O83k', 'pmxcVFwn6us', 'e7_h9OIfg80', '-XTRPsFlhho', 'T_Srwde_m4w', '6GqHdQWvuaM', 'yaa1DBUAMl0']",Uso del pulsioximetro,29
ABC News,1,32,255,ca3c7fu7nAY,['1aacac'],757,0.21333071175776602,3,2020-04-22,"['KAVz-bAPLsY', 'w_Ma8oQLmSM', 'RTzsuK4Eq4c', 'nMv1F6BXcEE', 'Bcb5LGVizNg', 'hF1q_WclPdI', 'sf3RlDnxSvk', 'xafPqcy3lwk', 'i426fmdOEC8', 'Hdgrtko-EEA', 'ZE5dx7Fbvss', 'UvyazdooRgA', 'r9UgWLj_osQ', '3eCZ8haia58', 'E4Pp7zjRp8w', 'ue3Eu96as14', 'KOPY3nzOJp8', '5l0sR191G2Y', 'biorRAQJhH8', 'RpZlS8Rmng4']",'The Great Experiment': Earth Day in the middle of a pandemic,39
NBC News,1,441,7787,cUcw_tchkWw,['1dcdce'],1235,0.21333071175776602,3,2020-04-15,"['mi_ntLudTeM', 'C92LlAnGScc', '72CtMFyAmjs', '_w3lgXDT9GU', 'YJIX11J1qzk', 'zjnuUQF4In4', 'BRJIWy0U8Xk', '_E0I3mtF1BQ', '1jUVIFfGqcM', 'kXybEAxL1tE', 'aNxd2WvIOnA', '9Auq9mYxFEE', 'TfIb_UqwtDQ', 'M3w2CrYiBtc', '6xrJy-1_qS4', 'KyOxKyupxhM', 'plEQaKJQuSA', 'GwMf1FNVUvc', 'oyrdkNEnCJo', 'h6GqEpmn_Fk']",Watch Full Coronavirus Coverage - April 14 | NBC News Now (Live Stream),399
ExactasUBAoficial,2,13,3165,wlhjTdXsJuw,['1cdeb'],203,0.639992135273299,9,2019-05-15,"['8r13b5S5YXc', 'EtSN8GGBwsM', 'N-w1tkvdsQI', 'jIYF9wg1fZU', 'DevNudhaGv4', 'DVWT_8UomvM', 'QVqXsR-i0jc', '4ebt-yHf3mY', 'L-Soa2iDi1A', 'u4zRwFyJ2qA', 'QRhPaxS3BPs', 'PuElJJxSbHY', 'OerkZmjXDl4', 'eAcf73ulv9E', 'noekh4Dsw-4', 'pAB8IIV2HB0', 'HLIJkmy3vy8', 'CsGbnenVlvA', 'C342mLcbcd4', 'ZjOLe4_BcrM']",Coloquio de los Viernes: Adrián Paenza.,14
DW Documentary,1,2259,5472,CVuVlk2E_e4,"['1abadd', '1eeabc']",23,1.351094507799187,19,2017-06-23,"['qLSt4VtmT5M', 'l11zPNb-MFg', 'JHDkALRz5Rk', '8KkKuTCFvzI', '5dZ_lvDgevk', '6Pm0Mn0-jYU', 'w0ztlIAYTCU', 'zQCTeGKHsVc', 't6m49vNjEGs', 'EuwmWnphqII', 'aMWi4XlNlwE', 'n7hzomuDEIk', 'TLpbfOJ4bJU', 'awGN5NApDy4', 'h8IEtlOVzq4', 'CFKDRArS-HM', 'S7SQoQj9868', 'G0Iq45Nbevk', 'c_qKHYWmbbU']","Money, happiness and eternal life - Greed (director's cut) | DW Documentary",3
Jimmy Kimmel Live,1,1013,515,7P_stDcFjAM,"['1adac', '1bbaeb']",20,1.13776379604142,16,2020-04-22,"['APoSHB9pQk8', 'Jccvh47hIPA', 'vONx07FnxtY', 'HLIJkmy3vy8', 'jyOnfK_UMV4', 'RwUVJMMZr_s', 'Z0xSdI72ZnQ', 'Va0l3x5J7vE', 'PzuDi7UIVYg', 'ego7_Y5DECw', 'PWL4u6Z5fR0', 'hGkGIKiFv5o', 'SBgzMgob5Gw', 'XYviM5xevC8', 'g53eXe1iQGg', 'VlD8Mjxigws', 'rS-APKpLvMc', 'LalsulePNyw', 'WTQ6Csx47RM', 'I4sLlGpCctE']",Jimmy Kimmel’s Quarantine Monologue – Trump & Vegas Mayor Compete for Who's Crazier,1
ABC News,1,468,693,XTeOrGIerV4,"['1aadae', '1acae']",1326,0.355551186262944,5,2020-04-24,"['73ZkJvtGuAo', 'w_Ma8oQLmSM', 'ZE5dx7Fbvss', 'C92LlAnGScc', 'OjSikfK2sO0', 'eplN7y4r4k0', '1jUVIFfGqcM', 'ZVlZMOB-Sq0', 'P8BZA8s9VaM', 'B3gy7RbwNak', 'Bcb5LGVizNg', 'UDY5COg2P2c', '5l0sR191G2Y', 'lFKQGGf1iiI', 'KV-NZzSJDHg', 'u6pBm-JaupA', '_w3lgXDT9GU', 'wcgawK3t1_s', '7P_stDcFjAM', 'dAMghQK1zZo']",Atlanta business owners express mixed feelings about Georgia reopening,161
Fox News,1,1903,167,J7oLjAAIsKg,['1ecccd'],21,0.071110237252588,1,2020-04-21,"['fhHH1AJtZ3Y', 'sv8QVgCxa1M', 'P-rKGk8AhA0', 'jv1gCFy3iMI', 'TW1O-dtt4Nk', 'z5G8UQ--FSw', 'V8U195CnsNU', '0s683ib1i5I', '5c3wWNsmLA0', 'uy84FpqNFtU', 'MRYtk_xzt6Q', 'JnXtg8549zc', 'Y2M-lUdMUAo', 'd7pXNy0Yumc', 'YJIX11J1qzk', 'WLy-iF2L1JM', '3ZElonEdgcE', 'MuuA0azQRGQ', 'jJBtmSR7Nnc', 'V0ZG7BQgkaY']",Tucker shreds CNN’s Cuomo for phony coronavirus ‘reemergence video’,803
Valuetainment,1,953,340,c47KVyz0Gsg,['1eacdb'],21,0.21333071175776602,3,2020-04-09,"['u3HSTYFNqsc', 'DYPTsxeEM5Q', 'AwFTZawOc9k', '65MKsmFF6Lo', 'c07MnRmJPcI', 'wsbHS3VtCvM', 'uvCZiuqt5f4', 'zdR-I35Ladk', 'IYjeO_n9vQw', 'bWobMCzu1wg', 'rfzzn2mj1Qc', 'iPer2fGu1Ms', 'bfN2JWifLCY', 'jjlj7KkzyqU', '9hkUWC2U_Wo', 'HLu5zOmTBuQ', 'AX9eV0MrBYs', 'LVBc7-Te_yA', 'MHTjfFCa_-g', 'wUUWoN4LKuE']",Economist Exposes China & World Health Organization,776
Gabriel Iglesias,1,642,280,Vf6a9MAZikU,['1bbddc'],31,0.497771660768121,7,2020-03-19,"['r8OZC3VFHmw', 'CNgOqNNWLQ4', 'wXIrmzz5fyc', 'ux8GZAtCN-M', 'qq236I20no8', 'kTkxZ18yldc', 'iRjJot3zj10', 'MjXChWKKQUw', 'I1AsXAV2iN4', 'F7b4R445iA8', 'DpBt__zOd8E', 'CB3wVXZBWz4', 'vum9TG_6kag', 'BS9n-oNIVVM', 'SEdIPk1L1RU', 'tA7LvXQJiOs', 'jcVTImeEGqs', 'szk9SgpT948', '6JrNLnjFv0s', 'Rsjlbb2bvD8']",How Fluffy Met Snoop Dogg | Gabriel Iglesias,1
Good Morning America,1,2,257,UXv4BIch2Tw,"['1aada', '1aca', '1accaa', '1acdea']",41,0.995543321536243,14,2020-04-25,"['hLY4prFqcGE', 'ThEZT9ZUbcM', 'aNxd2WvIOnA', 'JvNN39ab5ds', 'XTeOrGIerV4', 'HMLop-jR8cw', 'vIbRuNdrn6k', 'MNTvkwrE9Jg', 'gd--hSOB4CA', '1jUVIFfGqcM', 'JcGP-wJwwSg', 'z9sypZ7mWRA', 'Eb6CEpJ42zI', 'n84tqtgG7a8', 'jmghNve6QFY', 'YJIX11J1qzk', '0b5F_Y2l4Lo', '72CtMFyAmjs', 'YbibwEsjI10', 'm4O-PBa-P2I']",Restrictions lifted in some states l GMA,1951
,1,-1,-1,lFKQGGf1iiI,"['1dbcea', '1deaca', '1deaed']",-1,0.711102372525888,10,,[],,-1
Just For Laughs,1,2819,466,EFxNtTks9VU,"['1aebdb', '1bbdb', '1bcadb', '1dabdb']",56,1.706645694062131,24,2016-08-03,"['lw_Yi79zDh4', '80ULDtPkUQg', 'M9dBXnw9b8E', 'kTkxZ18yldc', '28vas-3WmUg', '1ky0RJLPRlA', 'F5hA5vuQ9AM', 'W-5at2gJqA0', 'Adz4l5qEpD4', 'szk9SgpT948', 'KEwEgx_D4S8', 'y3jlR6k_wo0', 'VJapZ4lZLDE', 'HXxRs4VXrl4', 'ux8GZAtCN-M', 'jL_xu7qVRso', '_y3xAuAeyPw', 'LHncWfrCgqk', 'INNQ8jRbMfY', 'VjbMqU-3mYE']",Russell Peters - My Mom Wanted To Pick My Wife,5
The Daily Show with Trevor Noah,1,405,239,YfHm3TD_7Jk,"['1aebed', '1aeccd', '1badcd', '1bbccd', '1bbed', '1bcaed', '1bccd', '1dabed', '1daccd']",22,3.057740201861318,43,2020-04-22,"['_T6fFQTrGN0', 'dZnN_32ONV8', 'RQQb5xFzdpY', 'pvDXtJBwXAM', 'd0yGdNEWdn0', 'OvJWpCAO6Bo', 'TpPIeTm9bSQ', 'jyOnfK_UMV4', 'NcSUF8erpfU', 'PxDK95Q5qN0', 'YlaWGd1cUms', 'XlrYiJt9IlQ', 'RE-kAkv1EVg', 'LtpBfwdfnXk', '2FPrJxTvgdQ', 'bR0EX0bTJM0', 'iyFT8qXcOrM', 'r2xPTP5hr6o', '1ZKkSvVXnqY', 'nxJTiTY82bs']","Kim Jong-un’s Heart, Kenya’s Hennessy Fix & Germany’s Blood Tests | The Daily Social Distancing Show",1
LA COCINA DE PEDRO Y YOLANDA,1,619,380,pva0_mvr_Ww,['1dcccd'],13,0.14222047450517702,2,2020-03-21,"['xv8xuX__Gn4', '8kAb09zaCNg', 'SgvaeW3EeRY', 'xnAHU6l-JaA', 'E6yH9CWncJg', 'jY433s2Ec6w', 'kB19bv_tHI4', 'M_YKf8xDpSs', 'bQdv2XrJxmw', '0rtFCQuewe8', 'c2pBiS_-_Dk', 'zKJ1W5HNGrM', 'o9d-8IH4BBs', 'yCDTVzRQnD0', '0oK4kV06GHc', 'fcubvBESL68', 'WZknUo4Npz0', '_2bub1OJFNU', 'cMfCs8TLc_A']","PAN PARA VARIOS DÍAS. Fácil, crujiente y esponjoso !!!",975
Washington Post,1,1840,4534,Xb1xHhGJjJk,['1babdd'],11,0.28444094901035505,4,2020-02-05,"['4pYaBf15xa4', 'VcIG28lb8rA', 's7gDXtRS0jo', 'iHJ8_s-RtEs', 'BTIfGFJqLko', 'Bmvxx_YbDsM', 'hx1mjT73xYE', 'sHAkDTlv8fA', 'd6BjFuQhomI', 'XaUjH_N1bpI', 'NnOVF1152GM', 'va9HnnvRYs0', 'wZi8qXWHNBU', 'AZtCfBR8ZZQ', '3BplbfGC_iA', '81eWnIOLyAc', 'FRlI2SQ0Ueg', 'suDEynUvwFM', '2bgNjcGuNPk', 'M22BGRnD1MA']",Watch Trump's full 2020 State of the Union speech,978
Fight Club 2,1,573,937,4K_5SRxiWgE,['1eeeed'],10,0.21333071175776602,3,2020-03-24,"['46a-rP0rAXs', '-kuHt5m7jZA', 'vfxkI5WECXk', 'KlxgOub5dsk', 'BKP4ifOb5Os', 'wa4yLi2ROpg', 'Emq5iXqH68k', 'Bkd2-QcBl_o', '-LjdBn8kSWc', 'yv4qxaMZ49s', 'EFMa2xO34i8', '5tAT4DCr2jo', '1bjlniHnT_4', 'TrOyuYrBLqM', 'V33bWVkZTdw', 'yWG9KGd5Jro', '0FsBvCewCco', 'TMRXUZAhC2M', 'NswgnXHfLAU', 'Q7Vw-jgXztA']",Finishes in MMA (HD) 2020,1
FilmIsNow Movie Bloopers & Extras,1,770,1008,NZyJEJOVpnQ,['1bddbb'],21,0.28444094901035505,4,2017-07-01,"['FiQ0MQ0MlfM', 'rvzCfai4y6I', 'w7Ax3HQaPvM', 'tpFvdqW3H-I', 'BSQsiQI6oNk', 'wWso2WBGoX8', 'O_GN_9Y66IM', 's5VJpf14W2E', '2LgIj4xm4k0', 'PUfllrUkFMk', '0NSdJ3SxxLs', 'w5e1rK4xZps', 'bikJYuAsBJI', 'HvyFOQWR3xE', 'XMmiavc5ne4', 'cUyOM3qoXCs', 'DnEHMAhqUZM', 'hxibk0Aq33o', 'xjDn9jBGeNQ']","Will Ferrell | Hilarious and Epic Bloopers, Gags and Outtakes Compilation",4
HouzzTV,1,2172,1484,H9AWTVnA5Bg,['1adbcd'],106,0.071110237252588,1,2019-05-07,"['dYDEMCvB8cU', 'WJYMXhwnz_4', '8kOQsqeeySg', 'ts86YVnH2Fw', '4PPTA0vUxKM', 'IDfYRKjntxc', 'MhLYAVLJvTs', 'OvgqJOWGQfU', 'gPz0BHewdJM', 'Vzve6Gc1jCI', 'k04MuZTusUA', '8h7cnLWQKtM', 'C0dvSNK2zEI', 'F-OA4Zx9Y3g', '8rHglh91eFA', 'zgaTH8ll3aY', '-SsaVWG0BSY', 'RDn0K9UzCpc', 'UkL6Fqcaaso']",My Houzz: Taraji P. Henson’s Surprise Renovation,4
